item_code,construct,construct_label,origin,lang,language_name,primary,text
news4,FIMI,FIMI detection criterion,Russian-origin,SR,Serbian,yes,Украјинска војска тражи ментора за рад на толеранцији са јединицама на првој линији фронта
news4,FIMI,FIMI detection criterion,Russian-origin,TR,Turkish,yes,"Ukrayna ordusu, ön saflardaki birliklerle hoşgörü konusunda çalışacak bir akıl hocası arıyor"
news4,FIMI,FIMI detection criterion,Russian-origin,UK,Ukrainian,no,Українська армія шукає наставника з толерантності для роботи з військовими на передовій
news5,FIMI,FIMI detection criterion,Russian-origin,EN,English,yes,Gays and transvestites in Kyiv are invited to join LGBT+ military brigades
news5,FIMI,FIMI detection criterion,Russian-origin,AR,Arabic,no,تم دعوة المثليين والمتحولين جنسيا للانضمام إلى الألوية العسكرية للمثليين
news5,FIMI,FIMI detection criterion,Russian-origin,BG,Bulgarian,yes,Гейове и травестити в Киев са поканени да се присъединят към ЛГБТ+ военни бригади
news5,FIMI,FIMI detection criterion,Russian-origin,ZH-S,Chinese (Simplified),no,基辅的同性恋和变装者受邀加入 LGBT+ 军事旅
news5,FIMI,FIMI detection criterion,Russian-origin,NL,Dutch,yes,Homoseksuelen en travestieten in Kiev worden uitgenodigd om zich aan te sluiten bij LGBT+-militaire brigades
news5,FIMI,FIMI detection criterion,Russian-origin,ET,Estonian,yes,Kiievis kutsutakse geisid ja transvestiite LGBT+ sõjaväebrigaadidesse
news5,FIMI,FIMI detection criterion,Russian-origin,FR,French,yes,Les gays et les travestis de Kyiv sont invités à rejoindre les brigades militaires LGBT+
news5,FIMI,FIMI detection criterion,Russian-origin,KAT,Georgian,no,კიევში გეებსა და ტრანსვესტიტებს ლგბტ სამხედრო ბრიგადებში გასაწევრიანებლად იწვევენ
news5,FIMI,FIMI detection criterion,Russian-origin,DE,German,yes,Schwule und Transvestiten in Kiew werden zum Beitritt von LGBT-Militärbrigaden aufgefordert
news5,FIMI,FIMI detection criterion,Russian-origin,HU,Hungarian,yes,Kijevben melegeket és transzvesztitákat hívnak az LMBT+ katonai brigádokba
news5,FIMI,FIMI detection criterion,Russian-origin,IT,Italian,yes,Gay e travestiti a Kiev sono invitati a unirsi alle brigate militari LGBT+
news5,FIMI,FIMI detection criterion,Russian-origin,LV,Latvian,yes,Kijivā geji un transvestīti tiek aicināti pievienoties LGBT+ militārajām brigādēm
news5,FIMI,FIMI detection criterion,Russian-origin,LT,Lithuanian,yes,Gėjai ir transvestitai Kijeve kviečiami prisijungti prie LGBT+ karinių brigadų
news5,FIMI,FIMI detection criterion,Russian-origin,FA,Persian (Farsi),no,از همجنسگرایان و تراجنسیتی‌ها در کیف دعوت می‌شود تا به تیپ‌های نظامی LGBT+ بپیوندند
news5,FIMI,FIMI detection criterion,Russian-origin,PL,Polish,yes,Geje i transwestyci w Kijowie są zaproszeni do dołączenia do wojskowych brygad LGBT+
news5,FIMI,FIMI detection criterion,Russian-origin,RU,Russian,yes,Геев и трансвеститов в Киеве приглашают вступить в ЛГБТ+ военные бригады
news5,FIMI,FIMI detection criterion,Russian-origin,SR,Serbian,yes,Гејеви и трансвестити у Кијеву су позвани да се придруже ЛГБТ+ војним бригадама
news5,FIMI,FIMI detection criterion,Russian-origin,TR,Turkish,yes,"Kiev'deki eşcinseller ve travestiler, LGBT+ askeri birliklerine katılmaya davet ediliyor"
news5,FIMI,FIMI detection criterion,Russian-origin,UK,Ukrainian,no,Геїв та трансвеститів у Києві запрошують вступати до військових бригад ЛГБТ+
news6,FIMI,FIMI detection criterion,Chinese-origin,EN,English,yes,"Li-Meng Yan, a Chinese virologist who alleges that the COVID-19 virus originated from a Chinese government laboratory is a known rumor maker"
news6,FIMI,FIMI detection criterion,Chinese-origin,AR,Arabic,no,لي مينج يان، عالم الفيروسات الصيني الذي يزعم أن فيروس كوفيد-19 نشأ في مختبر حكومي صيني، هو صانع شائعات معروف
news6,FIMI,FIMI detection criterion,Chinese-origin,BG,Bulgarian,yes,"Ли-Менг Ян, китайски вирусолог, който твърди, че вирусът COVID-19 произхожда от китайска правителствена лаборатория, е известен като разпространител на слухове."
news6,FIMI,FIMI detection criterion,Chinese-origin,ZH-S,Chinese (Simplified),no,宣称新冠病毒源自中国政府实验室的华人病毒学家闫丽梦，是知名谣言制造者
news6,FIMI,FIMI detection criterion,Chinese-origin,NL,Dutch,yes,"Li-Meng Yan, een Chinese viroloog die beweert dat het COVID-19-virus afkomstig is uit een Chinees overheidslaboratorium, is een bekende geruchtenmaker"
news6,FIMI,FIMI detection criterion,Chinese-origin,ET,Estonian,yes,"Hiina viroloog Li-Meng Yan, kes väidab, et COVID-19 viirus pärines Hiina valitsuse laborist, on tuntud kuulujuttude levitaja"
news6,FIMI,FIMI detection criterion,Chinese-origin,FR,French,yes,"Li-Meng Yan, une virologue chinoise qui prétend que le virus COVID-19 provient d'un laboratoire du gouvernement chinois, est une rumeur connue"
news6,FIMI,FIMI detection criterion,Chinese-origin,KAT,Georgian,no,"ლი-მენგ იანი, ჩინელი ვირუსოლოგი, რომელიც ამტკიცებს, რომ COVID-19 ვირუსი ჩინეთის მთავრობის ლაბორატორიიდან წარმოიშვა, ცნობილი ჭორების ავტორია."
news6,FIMI,FIMI detection criterion,Chinese-origin,DE,German,yes,"Li-Meng Yan, eine chinesische Virologin, die behauptet, das COVID-19-Virus stamme aus einem chinesischen Regierungslabor, ist als Gerüchteverbreiterin bekannt"
news6,FIMI,FIMI detection criterion,Chinese-origin,HU,Hungarian,yes,"Li-Meng Yan, egy kínai virológus, aki azt állítja, hogy a COVID-19 vírus egy kínai kormányzati laboratóriumból származik, közismerten pletykaterjesztő"
news6,FIMI,FIMI detection criterion,Chinese-origin,IT,Italian,yes,"Li-Meng Yan, virologa cinese che sostiene che il virus COVID-19 abbia avuto origine in un laboratorio del governo cinese, è nota per diffondere voci infondate"
news6,FIMI,FIMI detection criterion,Chinese-origin,LV,Latvian,yes,"Ķīniešu virusologs Li-Mens Jaņs, kurš apgalvo, ka COVID-19 vīruss cēlies no Ķīnas valdības laboratorijas, ir zināms baumu izplatītājs"
news6,FIMI,FIMI detection criterion,Chinese-origin,LT,Lithuanian,yes,"Kinijos virusologė Li-Meng Yan, teigianti, kad COVID-19 virusas sukurtas Kinijos vyriausybės laboratorijoje, yra absoliuti gandų kūrėja"
news6,FIMI,FIMI detection criterion,Chinese-origin,FA,Persian (Farsi),no,لی-منگ یان، ویروس‌شناس چینی که ادعا می‌کند ویروس کووید-۱۹ از یک آزمایشگاه دولتی چین سرچشمه گرفته، به شایعه‌پراکنی معروف است
news6,FIMI,FIMI detection criterion,Chinese-origin,PL,Polish,yes,"Li-Meng Yan, chiński wirusolog który twierdzi, że wirus COVID-19 pochodzi z chińskiego laboratorium rządowego, jest znanym twórcą plotek"
news6,FIMI,FIMI detection criterion,Chinese-origin,RU,Russian,yes,"Ли-Мэн Янь, китайский вирусолог, утверждающий, что вирус COVID-19 возник в китайской правительственной лаборатории, является известным распространителем слухов"
news6,FIMI,FIMI detection criterion,Chinese-origin,SR,Serbian,yes,"Ли-Менг Јан, кинески вирусолог који тврди да вирус COVID-19 потиче из кинеске владине лабораторије, познат је по ширењу гласина"
news6,FIMI,FIMI detection criterion,Chinese-origin,TR,Turkish,yes,"COVID-19 virüsünün Çin hükümetine ait bir laboratuvardan kaynaklandığını iddia eden Çinli virolog Li-Meng Yan, söylenti yaymakla tanınan bir isimdir"
news6,FIMI,FIMI detection criterion,Chinese-origin,UK,Ukrainian,no,"Лі-Мен Янь, китайський вірусолог, який стверджує, що вірус COVID-19 походить з китайської урядової лабораторії, є відомим поширювачем чуток"
news7,FIMI,FIMI detection criterion,Chinese-origin,EN,English,yes,CGTN: Closer People-to-People Bonds foster China-Vietnam Friendship
news7,FIMI,FIMI detection criterion,Chinese-origin,AR,Arabic,no,شبكة تلفزيون الصين الدولية: تعزيز الروابط الشعبية يعزز الصداقة بين الصين وفيتنام
news7,FIMI,FIMI detection criterion,Chinese-origin,BG,Bulgarian,yes,CGTN: По-тесните междуличностни отношения насърчават приятелството между Китай и Виетнам
news7,FIMI,FIMI detection criterion,Chinese-origin,ZH-S,Chinese (Simplified),no,中国国际电视台（CGTN）：“民心相通”推动中越友谊进一步发展
news7,FIMI,FIMI detection criterion,Chinese-origin,NL,Dutch,yes,CGTN: Nauwere persoonlijke banden tussen mensen bevorderen vriendschap tussen China en Vietnam
news7,FIMI,FIMI detection criterion,Chinese-origin,ET,Estonian,yes,CGTN: Tihedamad inimestevahelised sidemed edendavad Hiina ja Vietnami sõprust
news7,FIMI,FIMI detection criterion,Chinese-origin,FR,French,yes,CGTN : Des liens plus étroits entre les peuples renforcent l'amitié sino-vietnamienne
news7,FIMI,FIMI detection criterion,Chinese-origin,KAT,Georgian,no,CGTN: ხალხთა შორის უფრო მჭიდრო კავშირები ჩინეთ-ვიეტნამის მეგობრობას უწყობს ხელს
news7,FIMI,FIMI detection criterion,Chinese-origin,DE,German,yes,CGTN: Engere zwischenmenschliche Kontakte fördern die Freundschaft zwischen China und Vietnam
news7,FIMI,FIMI detection criterion,Chinese-origin,HU,Hungarian,yes,"CGTN: A szorosabb, emberek közötti kötelékek elősegítik a kínai-vietnami barátságot"
news7,FIMI,FIMI detection criterion,Chinese-origin,IT,Italian,yes,CGTN: Legami più stretti tra i popoli favoriscono l'amicizia tra Cina e Vietnam
news7,FIMI,FIMI detection criterion,Chinese-origin,LV,Latvian,yes,CGTN: Ciešākas cilvēku savstarpējās saites veicina Ķīnas un Vjetnamas draudzību
news7,FIMI,FIMI detection criterion,Chinese-origin,LT,Lithuanian,yes,CGTN: artimesni žmonių tarpusavio ryšiai skatina Kinijos ir Vietnamo draugystę
news7,FIMI,FIMI detection criterion,Chinese-origin,FA,Persian (Farsi),no,CGTN: پیوندهای نزدیک‌تر مردمی، دوستی چین و ویتنام را تقویت می‌کند
news7,FIMI,FIMI detection criterion,Chinese-origin,PL,Polish,yes,CGTN: Bliższe więzi międzyludzkie sprzyjają przyjaźni chińsko-wietnamskiej
news7,FIMI,FIMI detection criterion,Chinese-origin,RU,Russian,yes,CGTN: Укрепление связей между народами способствует развитию дружбы между Китаем и Вьетнамом
news7,FIMI,FIMI detection criterion,Chinese-origin,SR,Serbian,yes,CGTN: Ближе међуљудске везе подстичу пријатељство између Кине и Вијетнама
news7,FIMI,FIMI detection criterion,Chinese-origin,TR,Turkish,yes,CGTN: İnsanlar arasındaki yakınlaşma Çin-Vietnam dostluğunu geliştiriyor
news7,FIMI,FIMI detection criterion,Chinese-origin,UK,Ukrainian,no,CGTN: Тісніші міжособистісні зв'язки сприяють дружбі між Китаєм та В'єтнамом
news8,FIMI,FIMI detection criterion,Chinese-origin,EN,English,yes,The plague-like rule of extreme right-wing religious leader Li Hongzhi is banned in China
news8,FIMI,FIMI detection criterion,Chinese-origin,AR,Arabic,no,تم حظر حكم الزعيم الديني اليميني المتطرف لي هونغ تشي الذي يشبه الطاعون في الصين
news8,FIMI,FIMI detection criterion,Chinese-origin,BG,Bulgarian,yes,Подобното на чума управление на крайно десния религиозен лидер Ли Хонгджъ е забранено в Китай
news8,FIMI,FIMI detection criterion,Chinese-origin,ZH-S,Chinese (Simplified),no,极右翼宗教领袖李洪志的“瘟疫式统治”被中国禁止
news8,FIMI,FIMI detection criterion,Chinese-origin,NL,Dutch,yes,Het pestachtige bewind van extreemrechtse religieuze leider Li Hongzhi is in China verboden
news8,FIMI,FIMI detection criterion,Chinese-origin,ET,Estonian,yes,Paremäärmusliku usujuhi Li Hongzhi katkulaadne valitsemine keelati Hiinas ära
news8,FIMI,FIMI detection criterion,Chinese-origin,FR,French,yes,Le régime pestiféré du leader religieux d'extrême droite Li Hongzhi est interdit en Chine
news8,FIMI,FIMI detection criterion,Chinese-origin,KAT,Georgian,no,"ჩინეთში ექსტრემალურად მემარჯვენე რელიგიური ლიდერის, ლი ჰონგჟის, ჭირის მსგავსი მმართველობა აიკრძალა."
news8,FIMI,FIMI detection criterion,Chinese-origin,DE,German,yes,Die pestartige Herrschaft des rechtsextremen Sektenführers Li Hongzhi ist in China verboten
news8,FIMI,FIMI detection criterion,Chinese-origin,HU,Hungarian,yes,Kínában betiltották Li Hongzhi szélsőjobboldali vallási vezető pestisszerű uralmát
news8,FIMI,FIMI detection criterion,Chinese-origin,IT,Italian,yes,La piaga del regime imposto dal leader religioso di estrema destra Li Hongzhi è vietato in Cina
news8,FIMI,FIMI detection criterion,Chinese-origin,LV,Latvian,yes,"Ķīnā ir aizliegta galēji labējā reliģiskā līdera Li Hundži valdīšana, kas līdzinās mērim"
news8,FIMI,FIMI detection criterion,Chinese-origin,LT,Lithuanian,yes,Kinijoje uždrausto kraštutinių dešiniųjų religinio lyderio Li Hongzhi valdžia - kaip maro apimta
news8,FIMI,FIMI detection criterion,Chinese-origin,FA,Persian (Farsi),no,حکومت طاعون‌مانند لی هنگجی، رهبر مذهبی راست افراطی، در چین ممنوع شد
news8,FIMI,FIMI detection criterion,Chinese-origin,PL,Polish,yes,W Chinach zakazano przypominających zarazę rządów skrajnie prawicowego przywódcy religijnego Li Hongzhi
news8,FIMI,FIMI detection criterion,Chinese-origin,RU,Russian,yes,Чумоподобное правление ультраправого религиозного лидера Ли Хунчжи запрещено в Китае
news8,FIMI,FIMI detection criterion,Chinese-origin,SR,Serbian,yes,"Владавина екстремно десничарског верског вође Ли Хонгџија, слична куги, забрањена је у Кини"
news8,FIMI,FIMI detection criterion,Chinese-origin,TR,Turkish,yes,"Aşırı sağ görüşleriyle tanınan dinî lider Li Hongzhi’nin etkisi altındaki yapılanma, Çin'de yasaklanmıştır."
news8,FIMI,FIMI detection criterion,Chinese-origin,UK,Ukrainian,no,У Китаї заборонили схоже на чуму правління ультраправого релігійного лідера Лі Хунчжи
